Dataset,Sample_ID,Dataset_type,Date,Latitude,Longitude,Depth,Filter_fraction,SAR11,Growth_measure,Copiotrophs,Phototrophs,Estimate,Temperature,Phosphate,Nitrate,Ammonium,Chlorophyll,DOC,DIC,POC,Nitrite,Nitrate_Nitrite,Salinity,Oxygen,pH,Nitrogen_dioxide,Silicate,Day_lenght,Insolation,Chlorophyll_bis,SAR11_RA,CN1_RA
SPT,34498_SPT,space,NA,-0.49677,-168.74373,6.1,NF,no,WMCN,only,yes,2.344036185,28.57,0.35,,0.045,,,,,0.36,1.84,35.305,183.8,,,1.89,,,0.226411849,0.609004255,0.63269675
SPT,37644_SPT,space,NA,-0.49677,-168.74373,30.3,NF,no,WMCN,only,yes,2.389930924,28.464,0.37,,,,,,,0.44,2.11,35.308,182.6,,,1.94,,,0.226411849,0.648381087,0.67540049
SPT,34646_SPT,space,NA,-0.49677,-168.74373,50.5,NF,no,WMCN,only,yes,2.391482666,28.15,0.44,,0.06,,,,,0.72,2.88,35.335,174.6,,,2.12,,,0.226411849,0.576392347,0.61307543
SPT,37643_SPT,space,NA,-0.49677,-168.74373,85.6,NF,no,WMCN,only,yes,2.356450822,25.414,0.73,,,,,,,0.61,7.96,35.526,139.9,,,3.16,,,0.226411849,0.651162496,0.69548361
SPT,37642_SPT,space,NA,-0.49677,-168.74373,535.3,NF,no,WMCN,only,yes,2.642748215,7.651,2.47,,,,,,,0,35.25,34.593,77.8,,,41.02,,,0.226411849,0.566176907,0.62726269
SPT,37641_SPT,space,NA,-0.49677,-168.74373,1035.9,NF,no,WMCN,only,yes,2.720183635,4.408,2.8,,,,,,,0,39.06,34.557,88.7,,,86.34,,,0.226411849,0.674361013,0.74433806
SPT,37640_SPT,space,NA,-0.49677,-168.74373,2085.6,NF,no,WMCN,only,yes,2.549548576,2.225,2.72,,,,,,,0,38.36,34.643,112.6,,,136.74,,,0.226411849,0.599563556,0.71934279
SPT,37639_SPT,space,NA,-0.49677,-168.74373,5594.4,NF,no,WMCN,only,yes,2.612165338,1.336,2.27,,,,,,,0,32.8,34.704,191.6,,,124.36,,,0.226411849,0.371014424,0.60365118
SPT,34499_SPT,space,NA,0.00383,-168.73662,5.9,NF,no,WMCN,only,yes,2.3407842,28.1,0.36,,0.112,0.84,,,,0.4,2.35,35.241,180.1,,,1.93,,,0.200184315,0.603884362,0.63779886
SPT,37650_SPT,space,NA,0.00383,-168.73662,19,NF,no,WMCN,only,yes,2.385479539,28.114,0.37,,,0.79,,,,0.4,2.44,35.241,180.1,,,1.94,,,0.200184315,0.625974944,0.6577104
SPT,37649_SPT,space,NA,0.00383,-168.73662,39.4,NF,no,WMCN,only,yes,2.354692189,28.063,0.39,,,0.87,,,,0.43,2.74,35.234,178.3,,,2.03,,,0.200184315,0.594878587,0.63788083
SPT,34647_SPT,space,NA,0.00383,-168.73662,65.2,NF,no,WMCN,only,yes,2.360082865,27.066,0.52,,0.164,1.14,,,,0.47,5.31,35.165,162.3,,,2.93,,,0.200184315,0.556767705,0.62539692
SPT,37648_SPT,space,NA,0.00383,-168.73662,466,NF,no,WMCN,only,yes,2.627953389,8.572,2.33,,,,,,,0.01,33.77,34.635,72.3,,,34.93,,,0.200184315,0.537145254,0.60137044
SPT,37647_SPT,space,NA,0.00383,-168.73662,1067.1,NF,no,WMCN,only,yes,2.754838576,4.302,2.77,,,,,,,0,39.11,34.561,87.4,,,87.82,,,0.200184315,0.640979579,0.7131847
SPT,37646_SPT,space,NA,0.00383,-168.73662,2065.8,NF,no,WMCN,only,yes,2.575680005,2.263,2.68,,,,,,,0,38.31,34.641,111.2,,,134.77,,,0.200184315,0.378659872,0.55760073
SPT,37645_SPT,space,NA,0.00383,-168.73662,5704.9,NF,no,WMCN,only,yes,2.892109438,1.351,2.24,,,,,,,0,32.77,34.704,191.8,,,122.96,,,0.200184315,0.4245188,0.58639271
SPT,34369_SPT,space,NA,-66.33315,-169.99998,5.8,NF,yes,WMGR,yes,no,0.134029393,-1.504,1.98,,0.513,0.5,,,,0.22,28.4,34.071,355.4,,,63.77,,,,0.63076368,0.641442233
SPT,34549_SPT,space,NA,-66.331733,-170.010233,20,NF,yes,WMGR,yes,no,0.149869565,-1.503,1.98,,,0.68,,,,0.22,28.4,34.071,355.1,,,63.74,,,,0.58641406,0.600612402
SPT,34548_SPT,space,NA,-66.331733,-170.010233,40,NF,yes,WMGR,yes,no,0.143341161,-1.491,1.98,,,0.68,,,,0.22,28.37,34.07,355.2,,,63.75,,,,0.623810038,0.634690598
SPT,34500_SPT,space,NA,-66.33315,-169.99998,115.8,NF,yes,WMGR,yes,no,0.118014889,-1.369,2.14,,0.636,0.42,,,,0.11,30.83,34.098,332.2,,,72.56,,,,0.490288307,0.518086417
SPT,34547_SPT,space,NA,-66.331733,-170.010233,485,NF,yes,WMGR,yes,no,0.109477984,1.361,2.22,,,,,,,0.01,31.99,34.726,198.1,,,99.28,,,,0.403462632,0.501077923
SPT,34546_SPT,space,NA,-66.331733,-170.010233,1065,NF,yes,WMGR,yes,no,0.211064565,0.963,2.24,,,,,,,0.01,32.2,34.718,205.8,,,113.52,,,,0.314138015,0.460413464
SPT,34545_SPT,space,NA,-66.331733,-170.010233,1935,NF,yes,WMGR,yes,no,0.223725861,0.515,2.28,,,,,,,0.01,32.62,34.702,214.5,,,125.43,,,,0.281153564,0.438861938
SPT,34544_SPT,space,NA,-66.331733,-170.010233,3329,NF,yes,WMGR,yes,no,0.183943977,0.331,2.29,,,,,,,0,32.71,34.692,220.7,,,126.01,,,,0.219413554,0.425375133
SPT,34370_SPT,space,NA,-65.6622,-170.0328,20,NF,yes,WMGR,yes,no,0.146784293,-1.3,1.97,,0.636,0.31,,,,0.23,28.03,34.064,343.8,,,63.33,,,,0.557173207,0.57202192
SPT,34555_SPT,space,NA,-65.6622,-170.0328,25,NF,yes,WMGR,yes,no,0.147042636,-1.299,1.98,,,0.52,,,,0.23,28,34.064,343.8,,,63.32,,,,0.541015702,0.549579978
SPT,34554_SPT,space,NA,-65.6622,-170.0328,75,NF,yes,WMGR,yes,no,0.146593359,-1.256,1.97,,,0.52,,,,0.23,27.94,34.069,340.9,,,62.95,,,,0.54172588,0.550041505
SPT,34501_SPT,space,NA,-65.6622,-170.0328,125.3,NF,yes,WMGR,yes,no,0.108389278,0.11,2.26,,,0.11,,,,0.04,32.31,34.495,222.6,,,81.92,,,,0.151886009,0.268498604
SPT,34553_SPT,space,NA,-65.6622,-170.0328,500,NF,yes,WMGR,yes,no,0.099533231,1.394,2.23,,,,,,,0.01,31.71,34.725,194.1,,,97.93,,,,0.46861062,0.535254274
SPT,34552_SPT,space,NA,-65.6622,-170.0328,1000,NF,yes,WMGR,yes,no,0.136509812,1.018,2.24,,,,,,,0.01,31.84,34.72,201.7,,,111.45,,,,0.371258205,0.471043501
SPT,34551_SPT,space,NA,-65.6622,-170.0328,2000,NF,yes,WMGR,yes,no,0.17081115,0.556,2.29,,,,,,,0.01,32.4,34.702,208.9,,,124.96,,,,0.371661195,0.501310449
SPT,34550_SPT,space,NA,-65.6622,-170.0328,3200,NF,yes,WMGR,yes,no,0.165289686,0.368,2.3,,,,,,,0.01,32.55,34.693,213.9,,,126.99,,,,0.252065773,0.457699793
SPT,34371_SPT,space,NA,-64.99732,-169.99333,36.7,NF,yes,WMGR,yes,no,0.149313997,-0.357,2.02,,0.752,,,,,0.28,28.18,34.086,334.6,,,55.48,,,,0.436408665,0.463775604
SPT,36921_SPT,space,NA,-64.995883,-170.009767,60.9,NF,yes,WMGR,yes,no,0.134123247,-0.352,2.01,,,0.36,,,,0.28,28.16,34.085,334.6,,,55.38,,,,0.54254651,0.554480027
SPT,36920_SPT,space,NA,-64.995883,-170.009767,86.1,NF,yes,WMGR,yes,no,0.154344425,-0.342,2.01,,,0.34,,,,0.27,28.19,34.091,333.1,,,56.82,,,,0.522785776,0.534976345
SPT,34502_SPT,space,NA,-64.99732,-169.99333,139.4,NF,yes,WMGR,yes,no,0.118891969,0.94,2.34,,,0.03,,,,0.02,33.43,34.513,216.1,,,78.46,,,,0.171164701,0.278689509
SPT,36919_SPT,space,NA,-64.995883,-170.009767,537.4,NF,yes,WMGR,yes,no,0.129293727,1.672,2.2,,,,,,,0.01,31.46,34.726,191.6,,,90.4,,,,0.264681539,0.37690032
SPT,36918_SPT,space,NA,-64.995883,-170.009767,1035,NF,yes,WMGR,yes,no,0.132692565,1.256,2.21,,,,,,,0.01,31.52,34.729,199,,,104.42,,,,0.314767571,0.368322455
SPT,36917_SPT,space,NA,-64.995883,-170.009767,2005.8,NF,yes,WMGR,yes,no,0.16411259,0.686,2.27,,,,,,,0.01,32.35,34.705,207,,,125.71,,,,0.360910931,0.477991923
SPT,34372_SPT,space,NA,-64.50473,-169.99325,16.1,NF,yes,WMGR,yes,no,0.142862006,-0.15,1.99,,0.755,0.36,,,,0.28,28.22,34.069,333.8,,,52.71,,,,0.491735715,0.509157271
SPT,36927_SPT,space,NA,-64.50175,-170.003333,40.9,NF,yes,WMGR,yes,no,0.130601363,-0.144,1.99,,,0.44,,,,0.28,28.23,34.069,333.6,,,52.54,,,,0.601856753,0.609352356
SPT,36926_SPT,space,NA,-64.50175,-170.003333,66.4,NF,yes,WMGR,yes,no,0.130095004,-0.143,1.99,,,0.44,,,,0.28,28.18,34.069,333.6,,,52.69,,,,0.601112899,0.609909346
SPT,34503_SPT,space,NA,-64.50473,-169.99325,116.2,NF,yes,WMGR,yes,no,0.163437377,-0.109,2.07,,,,,,,0.24,29.34,34.121,321,,,57.63,,,,0.326806222,0.35607009
SPT,36925_SPT,space,NA,-64.50175,-170.003333,484,NF,yes,WMGR,yes,no,0.112452251,1.83,2.19,,,,,,,0.01,31.46,34.727,188.3,,,87.75,,,,0.256407727,0.333276478
SPT,36924_SPT,space,NA,-64.50175,-170.003333,1078.8,NF,yes,WMGR,yes,no,0.128771365,1.35,2.19,,,,,,,0.01,31.39,34.732,197.5,,,101.62,,,,0.336869067,0.406437178
SPT,36923_SPT,space,NA,-64.50175,-170.003333,2084,NF,yes,WMGR,yes,no,0.165205614,0.75,2.25,,,,,,,0.01,32.28,34.707,205.4,,,125.04,,,,0.426566521,0.513030013
SPT,36922_SPT,space,NA,-64.50175,-170.003333,2356.3,NF,yes,WMGR,yes,no,0.178173589,0.743,2.26,,,,,,,0.01,32.34,34.707,205.4,,,128.26,,,,0.324461153,0.468431357
SPT,34373_SPT,space,NA,-63.99315,-170.05937,5.9,NF,yes,WMGR,yes,no,0.139217635,0.106,2.05,,0.68,0.54,,,,0.27,28.92,34.091,326.1,,,51.23,,,,0.4563076,0.478345715
SPT,36933_SPT,space,NA,-63.990333,-170.04835,25.6,NF,yes,WMGR,yes,no,0.129257322,0.115,2.05,,,0.45,,,,0.27,29.11,34.091,325.9,,,51.27,,,,0.547086737,0.566101537
SPT,36932_SPT,space,NA,-63.990333,-170.04835,49.4,NF,yes,WMGR,yes,no,0.14572863,0.118,2.05,,,0.4,,,,0.27,29.17,34.091,325.7,,,51.3,,,,0.553144696,0.570965466
SPT,34504_SPT,space,NA,-63.99315,-170.05937,98.1,NF,yes,WMGR,yes,no,0.147318538,0.271,2.14,,0.726,,,,,0.2,30.41,34.142,310.4,,,55.03,,,,0.375518307,0.411312853
SPT,36931_SPT,space,NA,-63.990333,-170.04835,500.2,NF,yes,WMGR,yes,no,0.103303252,2.033,2.22,,,,,,,0.01,31.94,34.708,183.1,,,83.6,,,,0.371929441,0.458651432
SPT,36930_SPT,space,NA,-63.990333,-170.04835,1001.8,NF,yes,WMGR,yes,no,0.129698532,1.597,2.16,,,,,,,0.01,31.14,34.738,194.6,,,95.05,,,,0.506720536,0.564407053
SPT,36929_SPT,space,NA,-63.990333,-170.04835,2000.8,NF,yes,WMGR,yes,no,0.193958765,0.887,2.24,,,,,,,0.01,32.04,34.714,204.4,,,117,,,,0.331121766,0.416884163
SPT,36928_SPT,space,NA,-63.990333,-170.04835,2829,NF,yes,WMGR,yes,no,0.170565635,0.774,2.26,,,,,,,0.01,32.4,34.707,205.4,,,128.03,,,,0.292779003,0.376590061
SPT,34374_SPT,space,NA,-63.00423,-170.03705,4.2,NF,yes,WMGR,yes,no,0.286274161,0.401,2.07,,0.642,0.74,,,,0.28,29.58,34.078,339.2,,,46.55,,,,0.59954712,0.612169772
SPT,36938_SPT,space,NA,-62.99995,-170.030533,61.1,NF,yes,WMGR,yes,no,0.140135166,0.405,2.06,,,0.12,,,,0.28,29.53,34.078,339,,,46.42,,,,0.571150583,0.585962815
SPT,34505_SPT,space,NA,-63.00423,-170.03705,111.9,NF,yes,WMGR,yes,no,0.238871569,0.429,2.07,,1.396,0.13,,,,0.28,29.65,34.08,337.7,,,46.42,,,,0.543141451,0.559284881
SPT,36937_SPT,space,NA,-62.99995,-170.030533,534.9,NF,yes,WMGR,yes,no,0.420905133,2.131,2.26,,,,,,,0,32.94,34.673,185.1,,,80.78,,,,0.319308726,0.366307998
SPT,36936_SPT,space,NA,-62.99995,-170.030533,1034.3,NF,yes,WMGR,yes,no,0.372752806,1.822,2.15,,,,,,,0,31.34,34.735,197.3,,,89.46,,,,0.314805822,0.365265128
SPT,36935_SPT,space,NA,-62.99995,-170.030533,1966,NF,yes,WMGR,yes,no,0.470591657,1.124,2.19,,,,,,,0,31.87,34.722,207.4,,,110.14,,,,0.3490936,0.438191008
SPT,36934_SPT,space,NA,-62.99995,-170.030533,3072.9,NF,yes,WMGR,yes,no,0.252368556,0.811,2.24,,,,,,,0,32.54,34.706,210.7,,,130.86,,,,0.263744748,0.422524706
SPT,34375_SPT,space,NA,-62.4988,-169.99798,5,NF,yes,WMGR,yes,no,0.192023519,0.694,2.07,,0.678,0.43,,,,0.3,29.43,34.058,338,,,42.52,,,,0.519409593,0.535303697
SPT,36945_SPT,space,NA,-62.49885,-169.9932,19.2,NF,yes,WMGR,yes,no,0.156885824,0.685,2.07,,,0.17,,,,0.3,29.44,34.059,337.9,,,42.59,,,,0.571279139,0.587550933
SPT,36944_SPT,space,NA,-62.49885,-169.9932,64.7,NF,yes,WMGR,yes,no,0.134931938,0.702,2.08,,,0.09,,,,0.29,29.47,34.061,336.8,,,42.69,,,,0.556742326,0.570858728
SPT,34506_SPT,space,NA,-62.4988,-169.99798,139.4,NF,yes,WMGR,yes,no,0.189649096,1.533,2.37,,0.685,0.09,,,,0.02,34.29,34.312,243.8,,,57.66,,,,0.401046747,0.441939568
SPT,36943_SPT,space,NA,-62.49885,-169.9932,486.3,NF,yes,WMGR,yes,no,0.219957213,2.209,2.31,,,,,,,0.01,33.43,34.639,183,,,78.18,,,,0.32898715,0.398364386
SPT,36942_SPT,space,NA,-62.49885,-169.9932,1065.5,NF,yes,WMGR,yes,no,0.3388628,1.869,2.17,,,,,,,0.01,31.34,34.733,196.4,,,88.42,,,,0.267901979,0.358981653
SPT,36941_SPT,space,NA,-62.49885,-169.9932,2086.3,NF,yes,WMGR,yes,no,0.551524302,1.046,2.22,,,,,,,0.01,31.93,34.719,208.9,,,112.72,,,,0.294214053,0.384463269
SPT,36940_SPT,space,NA,-62.49885,-169.9932,2568.8,NF,yes,WMGR,yes,no,0.18067802,0.801,2.25,,,,,,,0.01,32.42,34.708,211.2,,,126.52,,,,0.327716474,0.498709438
SPT,34376_SPT,space,NA,-62.00272,-169.99523,5.5,NF,yes,WMGR,yes,no,0.12800896,0.878,2.09,,0.6785,0.26,,,,0.26,29.83,34.07,331.5,,,42.57,,,,0.584145249,0.60292237
SPT,36951_SPT,space,NA,-62.002633,-170.004967,24.4,NF,yes,WMGR,yes,no,0.124989412,0.892,2.07,,,0.11,,,,0.25,29.85,34.074,331.5,,,42.62,,,,0.625889782,0.64110432
SPT,36950_SPT,space,NA,-62.002633,-170.004967,75,NF,yes,WMGR,yes,no,0.131622782,0.699,2.07,,,0.12,,,,0.27,29.78,34.084,333.3,,,45.26,,,,0.533256484,0.554340151
SPT,34507_SPT,space,NA,-62.00272,-169.99523,126.3,NF,yes,WMGR,yes,no,0.129716424,0.694,2.07,,,0.22,,,,0.26,29.83,34.085,332.9,,,45.56,,,,0.554493894,0.573256225
SPT,36949_SPT,space,NA,-62.002633,-170.004967,502.9,NF,yes,WMGR,yes,no,0.161341224,2.275,2.32,,,,,,,0,33.8,34.615,181.2,,,76.43,,,,0.353180814,0.438464031
SPT,36948_SPT,space,NA,-62.002633,-170.004967,998.5,NF,yes,WMGR,yes,no,0.184567493,1.988,2.17,,,,,,,0,31.51,34.726,192.9,,,85.43,,,,0.385616281,0.461139278
SPT,36947_SPT,space,NA,-62.002633,-170.004967,1999.2,NF,yes,WMGR,yes,no,0.286246777,1.192,2.19,,,,,,,0,31.74,34.725,206.8,,,108.37,,,,0.359384007,0.490220389
SPT,36946_SPT,space,NA,-62.002633,-170.004967,3296.5,NF,yes,WMGR,yes,no,0.207966209,0.829,2.24,,,,,,,0,32.55,34.706,210.7,,,131.13,,,,0.23012747,0.384741873
SPT,34377_SPT,space,NA,-61.49193,-169.99257,8.1,NF,yes,WMGR,yes,no,0.144276296,1.441,2.05,,0.679,0.21,,,,0.26,29.38,34.039,330.4,,,31.69,,,,0.638032361,0.652932901
SPT,36957_SPT,space,NA,-61.4919,-169.997583,33.7,NF,yes,WMGR,yes,no,0.185355715,1.44,2.05,,,0.15,,,,0.27,29.32,34.037,330.2,,,31.66,,,,0.594534738,0.614016434
SPT,36956_SPT,space,NA,-61.4919,-169.997583,58.9,NF,yes,WMGR,yes,no,0.131201584,1.444,2.05,,,0.2,,,,0.26,29.32,34.038,330,,,31.62,,,,0.663674617,0.68699953
SPT,34508_SPT,space,NA,-61.49193,-169.99257,136.3,NF,yes,WMGR,yes,no,0.132309527,1.453,2.05,,0.888,0.29,,,,0.26,29.32,34.044,328.5,,,32.05,,,,0.616727483,0.634093938
SPT,36955_SPT,space,NA,-61.4919,-169.997583,534.8,NF,yes,WMGR,yes,no,0.191488875,2.392,2.37,,,,,,,0.01,34.31,34.558,180.5,,,72.36,,,,0.372860485,0.397471357
SPT,36954_SPT,space,NA,-61.4919,-169.997583,1034.6,NF,yes,WMGR,yes,no,0.168553654,2.039,2.19,,,,,,,0.01,31.87,34.712,189.6,,,84.12,,,,0.313710695,0.403046933
SPT,36953_SPT,space,NA,-61.4919,-169.997583,2099.5,NF,yes,WMGR,yes,no,0.312708225,1.173,2.19,,,,,,,0,31.72,34.724,206,,,108.72,,,,0.408253135,0.473685712
SPT,36952_SPT,space,NA,-61.4919,-169.997583,3500.2,NF,yes,WMGR,yes,no,0.176152236,0.844,2.24,,,,,,,0.01,32.42,34.706,210.4,,,130.5,,,,0.33865259,0.561664095
SPT,34378_SPT,space,NA,-61.00638,-170.00178,6,NF,yes,WMGR,yes,no,0.187458298,1.531,2.03,,0.628,0.19,,,,0.28,28.82,34.002,331.2,,,27.19,,,,0.60647768,0.623629627
SPT,36963_SPT,space,NA,-61.000983,-170.011917,20.4,NF,yes,WMGR,yes,no,0.148950434,1.533,2.03,,,0.22,,,,0.28,28.81,34.002,331.1,,,27.21,,,,0.653542775,0.674331671
SPT,36962_SPT,space,NA,-61.000983,-170.011917,65.9,NF,yes,WMGR,yes,no,0.139388966,1.54,2.03,,,0.38,,,,0.28,28.87,34.005,330.5,,,27.44,,,,0.608004466,0.629279713
SPT,34509_SPT,space,NA,-61.00638,-170.00178,134.9,NF,yes,WMGR,yes,no,0.138169977,1.534,2.05,,0.613,0.13,,,,0.27,29.12,34.017,328.8,,,28.6,,,,0.621961645,0.641052121
SPT,36961_SPT,space,NA,-61.000983,-170.011917,485.8,NF,yes,WMGR,yes,no,0.138287191,2.296,2.41,,,,,,,0.01,34.86,34.508,184.5,,,69.32,,,,0.443274896,0.488318024
SPT,36960_SPT,space,NA,-61.000983,-170.011917,966.1,NF,yes,WMGR,yes,no,0.170532921,2.175,2.23,,,,,,,0,32.33,34.695,185.2,,,80.79,,,,0.431420514,0.485446618
SPT,36959_SPT,space,NA,-61.000983,-170.011917,1935.3,NF,yes,WMGR,yes,no,0.258336174,1.437,2.18,,,,,,,0,31.4,34.735,201.6,,,101.27,,,,0.276067726,0.393534645
SPT,36958_SPT,space,NA,-61.000983,-170.011917,4390.3,NF,yes,WMGR,yes,no,0.255401926,0.921,2.25,,,,,,,0,32.32,34.706,210.6,,,123.68,,,,0.330059487,0.498429178
SPT,34379_SPT,space,NA,-60.0007,-170.0221,13.6,NF,yes,WMGR,yes,no,0.162564739,2.255,1.9,,0.548,0.08,,,,0.27,27.09,33.921,329.3,,,15.77,,,,0.633177309,0.651794305
SPT,34648_SPT,space,NA,-59.99985,-169.999867,35,NF,yes,WMGR,yes,no,0.13881794,2.258,1.89,,,0.22,,,,0.27,27.11,33.921,329.4,,,15.78,,,,0.637904342,0.663832485
SPT,34560_SPT,space,NA,-59.99985,-169.999867,60,NF,yes,WMGR,yes,no,0.126499081,2.263,1.9,,,0.15,,,,0.27,27.14,33.921,328.8,,,15.82,,,,0.572647363,0.618033979
SPT,34510_SPT,space,NA,-60.0007,-170.0221,132.6,NF,yes,WMGR,yes,no,0.119512897,2.214,1.91,,,0.11,,,,0.25,27.37,33.935,327.8,,,17.03,,,,0.637355574,0.658880289
SPT,34559_SPT,space,NA,-59.99985,-169.999867,535,NF,yes,WMGR,yes,no,0.176435858,2.467,2.37,,,,,,,0,34.43,34.396,200.5,,,58.63,,,,0.349913426,0.433869393
SPT,34558_SPT,space,NA,-59.99985,-169.999867,1035,NF,yes,WMGR,yes,no,0.172741452,2.332,2.27,,,,,,,0,32.92,34.652,181.4,,,77.41,,,,0.424647576,0.510724309
SPT,34557_SPT,space,NA,-59.99985,-169.999867,2085,NF,yes,WMGR,yes,no,0.335777246,1.574,2.16,,,,,,,0,31.15,34.737,200.2,,,97.95,,,,0.29790925,0.408526675
SPT,34556_SPT,space,NA,-59.99985,-169.999867,3880,NF,yes,WMGR,yes,no,0.495262763,0.869,2.24,,,,,,,0,32.18,34.706,210.1,,,121.04,,,,0.251773592,0.443276586
SPT,34380_SPT,space,NA,-58.99713,-170.00055,6.1,NF,yes,WMGR,yes,no,0.290203729,2.519,1.84,,0.498,,,,,0.32,26.37,33.892,327.2,,,13.23,,,,0.613874345,0.639916041
SPT,34654_SPT,space,NA,-58.9924,-169.99825,40,NF,yes,WMGR,yes,no,0.138759287,2.515,1.85,,,0.19,,,,0.32,26.35,33.894,326.8,,,13.29,,,,0.592542502,0.620732587
SPT,34653_SPT,space,NA,-58.9924,-169.99825,65,NF,yes,WMGR,yes,no,0.212784966,2.513,1.85,,,0.34,,,,0.32,26.39,33.899,326.6,,,13.3,,,,0.468682759,0.50223922
SPT,34511_SPT,space,NA,-58.99713,-170.00055,135.6,NF,yes,WMGR,yes,no,0.148259747,2.496,1.85,,0.85,0.19,,,,0.32,26.41,33.903,326,,,13.52,,,,0.628623201,0.664150189
SPT,34652_SPT,space,NA,-58.9924,-169.99825,465,NF,yes,WMGR,yes,no,0.799752467,2.577,2.32,,,,,,,0.01,33.83,34.331,209.5,,,51.42,,,,0.050165922,0.072489757
SPT,34651_SPT,space,NA,-58.9924,-169.99825,965,NF,yes,WMGR,yes,no,0.153111092,2.379,2.3,,,,,,,0,33.41,34.62,177.7,,,75.31,,,,0.456554304,0.510435513
SPT,34650_SPT,space,NA,-58.9924,-169.99825,2100,NF,yes,WMGR,yes,no,0.400770782,1.612,2.14,,,,,,,0,31.15,34.737,197.4,,,97.07,,,,0.34471102,0.41408893
SPT,34649_SPT,space,NA,-58.9924,-169.99825,4730,NF,yes,WMGR,yes,no,0.557061511,0.946,2.23,,,,,,,0,32.2,34.704,211.3,,,124.96,,,,0.104513775,0.196159488
SPT,34381_SPT,space,NA,-57.99893,-170.00607,14.3,NF,yes,WMGR,yes,no,0.139577418,3.14,1.77,,0.699,0.27,,,,0.26,25.3,33.893,320.3,,,9.9,,,,0.682331409,0.716728306
SPT,36969_SPT,space,NA,-58.00085,-170.01025,48.5,NF,yes,WMGR,yes,no,0.109354018,3.14,1.77,,,0.3,,,,0.26,25.3,33.893,320.1,,,9.9,,,,0.739969607,0.755736986
SPT,36968_SPT,space,NA,-58.00085,-170.01025,74.9,NF,yes,WMGR,yes,no,0.109752287,3.128,1.77,,,0.26,,,,0.26,25.32,33.894,320.2,,,9.93,,,,0.735184579,0.756057173
SPT,34512_SPT,space,NA,-57.99893,-170.00607,148.4,NF,yes,WMGR,yes,no,0.121352566,3.117,1.77,,,0.18,,,,0.26,25.32,33.896,319.1,,,10.02,,,,0.691045653,0.713326085
SPT,36967_SPT,space,NA,-58.00085,-170.01025,497.5,NF,yes,WMGR,yes,no,0.568775451,2.927,2.29,,,,,,,0,33.39,34.319,207.5,,,46.79,,,,0.297425697,0.34940805
SPT,36966_SPT,space,NA,-58.00085,-170.01025,997.1,NF,yes,WMGR,yes,no,0.159126228,2.437,2.31,,,,,,,0,33.61,34.604,177.3,,,74.05,,,,0.398778294,0.490210886
SPT,36965_SPT,space,NA,-58.00085,-170.01025,1999.3,NF,yes,WMGR,yes,no,0.327062467,1.775,2.14,,,,,,,0,31.12,34.738,195.2,,,92.54,,,,0.298518971,0.410120548
SPT,36964_SPT,space,NA,-58.00085,-170.01025,4419.2,NF,yes,WMGR,yes,no,0.569244221,0.909,2.23,,,,,,,0,32.32,34.704,209.9,,,124.05,,,,0.292711101,0.425967482
SPT,34382_SPT,space,NA,-57.50605,-170.00572,14.2,NF,yes,WMGR,yes,no,0.136597402,3.64,1.72,,0.684,,,,,0.24,24.44,33.911,316.8,,,8.04,,,,0.64887161,0.671185426
SPT,36975_SPT,space,NA,-57.502917,-170.006333,35,NF,yes,WMGR,yes,no,0.098001812,3.642,1.72,,,,,,,0.24,24.43,33.911,316.4,,,8.02,,,,0.762812795,0.778948088
SPT,36974_SPT,space,NA,-57.502917,-170.006333,60.5,NF,yes,WMGR,yes,no,0.102242699,3.645,1.72,,,,,,,0.24,24.44,33.911,316.1,,,8,,,,0.710306133,0.733647637
SPT,34513_SPT,space,NA,-57.50605,-170.00572,112.5,NF,yes,WMGR,yes,no,0.105774001,3.614,1.73,,0.79,,,,,0.24,24.54,33.911,316.1,,,8.21,,,,0.710553056,0.734321743
SPT,36973_SPT,space,NA,-57.502917,-170.006333,537,NF,yes,WMGR,yes,no,0.295873634,2.908,2.29,,,,,,,0,33.38,34.31,209.9,,,46.12,,,,0.397650767,0.46737673
SPT,36972_SPT,space,NA,-57.502917,-170.006333,1035.6,NF,yes,WMGR,yes,no,0.125267155,2.453,2.33,,,,,,,0,33.82,34.597,176.4,,,73.3,,,,0.403456827,0.479901278
SPT,36971_SPT,space,NA,-57.502917,-170.006333,2086.8,NF,yes,WMGR,yes,no,0.215851825,1.764,2.15,,,,,,,0,31.19,34.739,194.4,,,92.85,,,,0.334793812,0.4658572
SPT,36970_SPT,space,NA,-57.502917,-170.006333,5029.4,NF,yes,WMGR,yes,no,0.411244562,0.969,2.24,,,,,,,0,32.31,34.703,210.8,,,123.39,,,,0.22174156,0.446053797
SPT,34383_SPT,space,NA,-57.00865,-170.0007,5.8,NF,yes,WMGR,yes,no,0.117366922,3.919,1.66,,0.492,0.27,,,,0.25,23.79,33.912,314.3,,,6.74,,,,0.702696959,0.722024011
SPT,36981_SPT,space,NA,-57.0067,-169.999167,40.9,NF,yes,WMGR,yes,no,0.09778888,3.943,1.66,,,0.24,,,,0.24,23.78,33.917,313.9,,,6.7,,,,0.732994951,0.744331265
SPT,36980_SPT,space,NA,-57.0067,-169.999167,90.4,NF,yes,WMGR,yes,no,0.108170054,3.783,1.68,,,0.36,,,,0.23,24.17,33.913,314.3,,,7.47,,,,0.69665721,0.712968056
